ID	project	sample	group	experiment	run	ftp_path	forward	forward_md5	reverse	reverse_md5
DP8400007985BL_L01_read_1.fq.gz	CNP0001930	PB18	Prydz_Bay	CNX0373401	CNR0453423	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410470/CNX0373401/CNR0453423/	DP8400007985BL_L01_read_1.fq.gz	DP8400007985BL_L01_read_1.fq.gz.md5	DP8400007985BL_L01_read_2.fq.gz	DP8400007985BL_L01_read_2.fq.gz.md5
200107_SEQ065_DP800007397TR_L01_SP1912230327	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453424	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453424/	200107_SEQ065_DP800007397TR_L01_SP1912230327_R1.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230327_R1.fq.gz.md5	200107_SEQ065_DP800007397TR_L01_SP1912230327_R2.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230327_R2.fq.gz.md5
200107_SEQ065_DP800007398TR_L01_SP1912230327	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453425	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453425/	200107_SEQ065_DP800007398TR_L01_SP1912230327_R1.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230327_R1.fq.gz.md5	200107_SEQ065_DP800007398TR_L01_SP1912230327_R2.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230327_R2.fq.gz.md5
200120_SEQ031_FP100000722TL_L01_SP1912230453	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453426	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453426/	200120_SEQ031_FP100000722TL_L01_SP1912230453_R1.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230453_R1.fq.gz.md5	200120_SEQ031_FP100000722TL_L01_SP1912230453_R2.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230453_R2.fq.gz.md5
200120_SEQ091_DP8400008368BL_L01_SP1912230390	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453427	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453427/	200120_SEQ091_DP8400008368BL_L01_SP1912230390_R1.fq.gz	200120_SEQ091_DP8400008368BL_L01_SP1912230390_R1.fq.gz.md5	200120_SEQ091_DP8400008368BL_L01_SP1912230390_R2.fq.gz	200120_SEQ091_DP8400008368BL_L01_SP1912230390_R2.fq.gz.md5
200121_SEQ102_DP8400008408TR_L01_SP1912230390	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453428	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453428/	200121_SEQ102_DP8400008408TR_L01_SP1912230390_R1.fq.gz	200121_SEQ102_DP8400008408TR_L01_SP1912230390_R1.fq.gz.md5	200121_SEQ102_DP8400008408TR_L01_SP1912230390_R2.fq.gz	200121_SEQ102_DP8400008408TR_L01_SP1912230390_R2.fq.gz.md5
200321_SEQ091_DP8400009235TL_L01_SP1912230453	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453429	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453429/	200321_SEQ091_DP8400009235TL_L01_SP1912230453_R1.fq.gz	200321_SEQ091_DP8400009235TL_L01_SP1912230453_R1.fq.gz.md5	200321_SEQ091_DP8400009235TL_L01_SP1912230453_R2.fq.gz	200321_SEQ091_DP8400009235TL_L01_SP1912230453_R2.fq.gz.md5
200407_SEQ061_DP8400009557BL_L01_SP1912230453	CNP0001930	PB19	Prydz_Bay	CNX0373402	CNR0453430	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410471/CNX0373402/CNR0453430/	200407_SEQ061_DP8400009557BL_L01_SP1912230453_R1.fq.gz	200407_SEQ061_DP8400009557BL_L01_SP1912230453_R1.fq.gz.md5	200407_SEQ061_DP8400009557BL_L01_SP1912230453_R2.fq.gz	200407_SEQ061_DP8400009557BL_L01_SP1912230453_R2.fq.gz.md5
CL100136397_L01_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453431	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453431/	CL100136397_L01_read_1.fq.gz	CL100136397_L01_read_1.fq.gz.md5	CL100136397_L01_read_2.fq.gz	CL100136397_L01_read_2.fq.gz.md5
CL100136397_L02_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453432	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453432/	CL100136397_L02_read_1.fq.gz	CL100136397_L02_read_1.fq.gz.md5	CL100136397_L02_read_2.fq.gz	CL100136397_L02_read_2.fq.gz.md5
CL100136398_L01_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453433	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453433/	CL100136398_L01_read_1.fq.gz	CL100136398_L01_read_1.fq.gz.md5	CL100136398_L01_read_2.fq.gz	CL100136398_L01_read_2.fq.gz.md5
CL100136398_L02_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453434	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453434/	CL100136398_L02_read_1.fq.gz	CL100136398_L02_read_1.fq.gz.md5	CL100136398_L02_read_2.fq.gz	CL100136398_L02_read_2.fq.gz.md5
CL100136400_L01_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453435	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453435/	CL100136400_L01_read_1.fq.gz	CL100136400_L01_read_1.fq.gz.md5	CL100136400_L01_read_2.fq.gz	CL100136400_L01_read_2.fq.gz.md5
CL100136400_L02_read_1.fq.gz	CNP0001930	RS01	Ross_Sea	CNX0373403	CNR0453436	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410472/CNX0373403/CNR0453436/	CL100136400_L02_read_1.fq.gz	CL100136400_L02_read_1.fq.gz.md5	CL100136400_L02_read_2.fq.gz	CL100136400_L02_read_2.fq.gz.md5
200107_SEQ065_DP800007397TR_L01_SP1912230329	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453437	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453437/	200107_SEQ065_DP800007397TR_L01_SP1912230329_R1.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230329_R1.fq.gz.md5	200107_SEQ065_DP800007397TR_L01_SP1912230329_R2.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230329_R2.fq.gz.md5
200107_SEQ065_DP800007398TR_L01_SP1912230329	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453438	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453438/	200107_SEQ065_DP800007398TR_L01_SP1912230329_R1.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230329_R1.fq.gz.md5	200107_SEQ065_DP800007398TR_L01_SP1912230329_R2.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230329_R2.fq.gz.md5
200107_SEQ105_DP800007233BR_L01_SP1912230392	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453439	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453439/	200107_SEQ105_DP800007233BR_L01_SP1912230392_R1.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230392_R1.fq.gz.md5	200107_SEQ105_DP800007233BR_L01_SP1912230392_R2.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230392_R2.fq.gz.md5
200119_SEQ115_DP8400008383TL_L01_SP1912230392	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453440	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453440/	200119_SEQ115_DP8400008383TL_L01_SP1912230392_R1.fq.gz	200119_SEQ115_DP8400008383TL_L01_SP1912230392_R1.fq.gz.md5	200119_SEQ115_DP8400008383TL_L01_SP1912230392_R2.fq.gz	200119_SEQ115_DP8400008383TL_L01_SP1912230392_R2.fq.gz.md5
200120_SEQ031_FP100000722TL_L01_SP1912230455	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453441	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453441/	200120_SEQ031_FP100000722TL_L01_SP1912230455_R1.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230455_R1.fq.gz.md5	200120_SEQ031_FP100000722TL_L01_SP1912230455_R2.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230455_R2.fq.gz.md5
200120_SEQ081_DP8400008367BL_L01_SP1912230392	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453442	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453442/	200120_SEQ081_DP8400008367BL_L01_SP1912230392_R1.fq.gz	200120_SEQ081_DP8400008367BL_L01_SP1912230392_R1.fq.gz.md5	200120_SEQ081_DP8400008367BL_L01_SP1912230392_R2.fq.gz	200120_SEQ081_DP8400008367BL_L01_SP1912230392_R2.fq.gz.md5
200321_SEQ091_DP8400009236TL_L01_SP1912230455	CNP0001930	RS02	Ross_Sea	CNX0373404	CNR0453443	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410473/CNX0373404/CNR0453443/	200321_SEQ091_DP8400009236TL_L01_SP1912230455_R1.fq.gz	200321_SEQ091_DP8400009236TL_L01_SP1912230455_R1.fq.gz.md5	200321_SEQ091_DP8400009236TL_L01_SP1912230455_R2.fq.gz	200321_SEQ091_DP8400009236TL_L01_SP1912230455_R2.fq.gz.md5
200107_SEQ065_DP800007397TR_L01_SP1912230330	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453444	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453444/	200107_SEQ065_DP800007397TR_L01_SP1912230330_R1.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230330_R1.fq.gz.md5	200107_SEQ065_DP800007397TR_L01_SP1912230330_R2.fq.gz	200107_SEQ065_DP800007397TR_L01_SP1912230330_R2.fq.gz.md5
200107_SEQ065_DP800007398TR_L01_SP1912230330	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453445	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453445/	200107_SEQ065_DP800007398TR_L01_SP1912230330_R1.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230330_R1.fq.gz.md5	200107_SEQ065_DP800007398TR_L01_SP1912230330_R2.fq.gz	200107_SEQ065_DP800007398TR_L01_SP1912230330_R2.fq.gz.md5
200107_SEQ105_DP800007233BR_L01_SP1912230393	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453446	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453446/	200107_SEQ105_DP800007233BR_L01_SP1912230393_R1.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230393_R1.fq.gz.md5	200107_SEQ105_DP800007233BR_L01_SP1912230393_R2.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230393_R2.fq.gz.md5
200119_SEQ115_DP8400008383TL_L01_SP1912230393	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453447	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453447/	200119_SEQ115_DP8400008383TL_L01_SP1912230393_R1.fq.gz	200119_SEQ115_DP8400008383TL_L01_SP1912230393_R1.fq.gz.md5	200119_SEQ115_DP8400008383TL_L01_SP1912230393_R2.fq.gz	200119_SEQ115_DP8400008383TL_L01_SP1912230393_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230456	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453448	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453448/	200120_SEQ011_FP100000782BL_L01_SP1912230456_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230456_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230456_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230456_R2.fq.gz.md5
200221_SEQ112_DP8400008739BL_L01_SP1912230393	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453449	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453449/	200221_SEQ112_DP8400008739BL_L01_SP1912230393_R1.fq.gz	200221_SEQ112_DP8400008739BL_L01_SP1912230393_R1.fq.gz.md5	200221_SEQ112_DP8400008739BL_L01_SP1912230393_R2.fq.gz	200221_SEQ112_DP8400008739BL_L01_SP1912230393_R2.fq.gz.md5
200321_SEQ092_DP8400009234TL_L01_SP1912230456	CNP0001930	RS03	Ross_Sea	CNX0373405	CNR0453450	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410474/CNX0373405/CNR0453450/	200321_SEQ092_DP8400009234TL_L01_SP1912230456_R1.fq.gz	200321_SEQ092_DP8400009234TL_L01_SP1912230456_R1.fq.gz.md5	200321_SEQ092_DP8400009234TL_L01_SP1912230456_R2.fq.gz	200321_SEQ092_DP8400009234TL_L01_SP1912230456_R2.fq.gz.md5
200107_SEQ071_DP800007395TR_L01_SP1912230331	CNP0001930	RS04	Ross_Sea	CNX0373406	CNR0453451	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410475/CNX0373406/CNR0453451/	200107_SEQ071_DP800007395TR_L01_SP1912230331_R1.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230331_R1.fq.gz.md5	200107_SEQ071_DP800007395TR_L01_SP1912230331_R2.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230331_R2.fq.gz.md5
